|#    |name                     |IRI.                                                   |TripleCount    |
|7017 |media                    |http://es.dbpedia.org/property/media                   |99             |
|7018 |brazoder                 |http://dbpedia.org/property/brazoder                   |99             |
|7019 |heredero                 |http://dbpedia.org/property/heredero                   |99             |
|7020 |pelaje                   |http://dbpedia.org/property/pelaje                     |99             |
|7021 |viajeInaugural           |http://dbpedia.org/property/viajeInaugural             |99             |
|7022 |doctorado                |http://es.dbpedia.org/property/doctorado               |99             |
|7023 |icdo                     |http://dbpedia.org/ontology/icdo                       |99             |
|7024 |nombreDocumento          |http://es.dbpedia.org/property/nombreDocumento         |99             |
|7025 |pEbullición              |http://es.dbpedia.org/property/pEbullición             |99             |
|7026 |sock                     |http://es.dbpedia.org/property/sock                    |99             |
|7027 |janHighF                 |http://dbpedia.org/property/janHighF                   |99             |
|7028 |pEbullición              |http://dbpedia.org/property/pEbullición                |99             |
|7029 |lista                    |http://dbpedia.org/property/lista                      |99             |
|7030 |númeroTelefónico         |http://dbpedia.org/property/númeroTelefónico           |99             |
|7031 |dSumisión                |http://es.dbpedia.org/property/dSumisión               |99             |
|7032 |hr                       |http://dbpedia.org/property/hr                         |99             |
|7033 |brazoizq                 |http://dbpedia.org/property/brazoizq                   |99             |
|7034 |octLowF                  |http://dbpedia.org/property/octLowF                    |99             |
|7035 |album                    |http://es.dbpedia.org/property/album                   |98             |
|7036 |días                     |http://dbpedia.org/property/días                       |98             |
|7037 |carrera                  |http://dbpedia.org/property/carrera                    |98             |
|7038 |reconstrucción           |http://es.dbpedia.org/property/reconstrucción          |98             |
|7039 |2data                    |http://es.dbpedia.org/property/2data                   |98             |
|7040 |augLowF                  |http://es.dbpedia.org/property/augLowF                 |98             |
|7041 |decHighF                 |http://es.dbpedia.org/property/decHighF                |98             |
|7042 |marLowF                  |http://es.dbpedia.org/property/marLowF                 |98             |
|7043 |sepLowF                  |http://es.dbpedia.org/property/sepLowF                 |98             |
|7044 |últimaPosición           |http://es.dbpedia.org/property/últimaPosición          |98             |
|7045 |patrocinador             |http://es.dbpedia.org/property/patrocinador            |98             |
|7046 |otrosGeneral             |http://dbpedia.org/property/otrosGeneral               |98             |
|7047 |pesoÚtil                 |http://es.dbpedia.org/property/pesoÚtil                |98             |
|7048 |aprHighF                 |http://es.dbpedia.org/property/aprHighF                |98             |
|7049 |junHighF                 |http://es.dbpedia.org/property/junHighF                |98             |
|7050 |mayHighF                 |http://es.dbpedia.org/property/mayHighF                |98             |
|7051 |marHighF                 |http://es.dbpedia.org/property/marHighF                |98             |
|7052 |marIho                   |http://dbpedia.org/property/marIho                     |98             |
|7053 |otros3Opc                |http://dbpedia.org/property/otros3Opc                  |98             |
|7054 |visitante                |http://dbpedia.org/property/visitante                  |98             |
|7055 |palmarés                 |http://es.dbpedia.org/property/palmarés                |98             |
|7056 |octHighF                 |http://es.dbpedia.org/property/octHighF                |98             |
|7057 |th                       |http://es.dbpedia.org/property/th                      |98             |
|7058 |mriEvento                |http://es.dbpedia.org/property/mriEvento               |98             |
|7059 |disuelto                 |http://dbpedia.org/property/disuelto                   |98             |
|7060 |webÚltimaVersiónPrueba   |http://dbpedia.org/property/webÚltimaVersiónPrueba     |98             |
|7061 |dSumisión                |http://dbpedia.org/property/dSumisión                  |98             |
|7062 |roadhr                   |http://es.dbpedia.org/property/roadhr                  |98             |
|7063 |fcePrimera               |http://dbpedia.org/property/fcePrimera                 |98             |
|7064 |argumento                |http://es.dbpedia.org/property/argumento               |98             |
